Item;Category;Price;City;Region;Country
Lite drink mix (Crystal Lite);Beverages; 1.89;Milano;Lombardia;Italy
Vegetarian vegetable condensed soup;Canned; 0.43;Vienna;Georgia;United States
Peppers, green only;Produce; 1.39;Thousandsticks;Kentucky;United States
Deluxe topping pizza;Frozen; 1.99;La Rochelle;Poitou-Charentes;France
Spoon size shredded wheat;Cereal; 1.69;Cushing;Texas;United States
L'Oven Fresh white bread;Baked goods; 0.59;Greymouth;West Coast;New Zealand
Celery;Produce; 0.99;Rogersville;Alabama;United States
Wheat crackers (triscuit);Snack; 0.99;Vienna;Georgia;United States
Deluxe topping pizza;Frozen; 1.99;Lone Pine;California;United States
Single serve fruit/gel bowls;Canned; 1.39;Port Harcourt;Rivers;Nigeria
Single serve peach cups;Canned; 1.39;Hamburg;Illinois;United States
Deluxe topping pizza;Frozen; 1.99;Hechi;Guangxi;China
Baking soda;Baking; 0.39;New York;New York;United States
Broccoli stir fry mixture;Frozen; 0.89;Finlayson;Minnesota;United States
Peppers, tricolor pack;Produce; 1.99;Milano;Lombardia;Italy
Milk, 2%;Dairy; 2.69;Mill Creek;Oklahoma;United States
Mushrooms;Produce; 0.99;Los Angeles;California;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Vienna;Georgia;United States
Cucumber (large);Produce; 0.49;Herbster;Wisconsin;United States
Broccoli stir fry mixture;Frozen; 0.89;Ormond Beach;Florida;United States
Peppers, tricolor pack;Produce; 1.99;Sofia;Sofiya;Bulgaria
Cheese, Colby brick;Dairy; 1.49;Borden;Indiana;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Jerusalem;Yerushalayim  (Jerusalem);Israel
Texas cheese toast;Frozen; 1.49;Santiago;Santiago;Dominican Republic
Milk, 2%;Dairy; 2.69;Hamburg;Hamburg;Germany
Tyson roasted chicken;Meat; 3.99;Jerusalem;Yerushalayim  (Jerusalem);Israel
Cat litter, scoopable;Nonfoods; 2.99;Herbster;Wisconsin;United States
Tissues;Nonfoods; 0.89;Tokyo;Tokyo;Japan
Wheat crackers (triscuit);Snack; 0.99;Douglas City;California;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Jose Leon Suarez;Buenos Aires;Argentina
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;North Grafton;Massachusetts;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Hamburg;Arkansas;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Fengjie;Sichuan;China
Tissues;Nonfoods; 0.89;Tokyo;Tokyo;Japan
Pudding mix, choc/vanilla;Baking; 0.29;Cattaraugus;New York;United States
Milk, 2%;Dairy; 2.69;Malone;New York;United States
Wheat crackers (triscuit);Snack; 0.99;Houston;Ohio;United States
Waffles;Frozen; 0.99;Thousandsticks;Kentucky;United States
Sausage, brown/serve;Frozen; 0.99;Eau Galle;Wisconsin;United States
Peppers, tricolor pack;Produce; 1.99;Greymouth;West Coast;New Zealand
Applesauce cups (reg/cinnamon);Canned; 0.89;Thousandsticks;Kentucky;United States
Milk, 2%;Dairy; 2.69;Hamburg;Illinois;United States
Pudding mix, choc/vanilla;Baking; 0.29;Finlayson;Minnesota;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Elizabeth;New Jersey;United States
Orange juice, not from concentrate;Dairy; 1.99;Seven Rivers;Westmoreland;Jamaica
Deluxe topping pizza;Frozen; 1.99;Roma;Texas;United States
Rye bread, seeded;Baked goods; 0.99;Paris;Arkansas;United States
Sausage, brown/serve;Frozen; 0.99;Hamburg;Arkansas;United States
Cucumber (large);Produce; 0.49;Wallops Island;Virginia;United States
Cinnamon Grahams;Snack; 0.99;Plymouth;Tobago;Trinidad and Tobago
Potatoes, Russett;Produce; 0.89;Hamburg;Hamburg;Germany
Snack crackers (ritz);Snack; 1.29;Bangkok;Krung Thep Mahanakhon;Thailand
Sausage, brown/serve;Frozen; 0.99;Elizabeth;New Jersey;United States
Deluxe topping pizza;Frozen; 1.99;Prudence Island;Rhode Island;United States
Tissues;Nonfoods; 0.89;Scarborough;Tobago;Trinidad and Tobago
Cucumber (large);Produce; 0.49;Molodesjnaja;Enderby Land;Antarctica
Tyson roasted chicken;Meat; 3.99;Cairo;Illinois;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Chicago;Illinois;United States
Peppers, green only;Produce; 1.39;Cushing;Texas;United States
Wheat crackers (triscuit);Snack; 0.99;London;Ontario;Canada
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Marthaville;Louisiana;United States
Larado paper plates;Nonfoods; 0.89;Thousandsticks;Kentucky;United States
Snack crackers (ritz);Snack; 1.29;Plymouth;Tobago;Trinidad and Tobago
Wheat crackers (triscuit);Snack; 0.99;Paris;Arkansas;United States
Saltines;Snack; 0.69;Wallops Island;Virginia;United States
Butter;Dairy; 1.99;Mount Hope;Ohio;United States
Cat litter, scoopable;Nonfoods; 2.99;Finlayson;Minnesota;United States
Broccoli stir fry mixture;Frozen; 0.89;Beijing;Beijing;China
Celery;Produce; 0.99;Sofia;Sofiya;Bulgaria
Saltines;Snack; 0.69;Malone;New York;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Davos;Graubunden;Switzerland
Eggs, large;Dairy; 0.89;Scarborough;Tobago;Trinidad and Tobago
Baking soda;Baking; 0.39;Port Elizabeth;New Jersey;United States
Wheat crackers (triscuit);Snack; 0.99;Warsaw;Mazowieckie;Poland
Lite drink mix (Crystal Lite);Beverages; 1.89;Desmet;Idaho;United States
Tyson roasted chicken;Meat; 3.99;Plymouth;Tobago;Trinidad and Tobago
Belmont chocolate chip cookies;Snack; 1.49;Athens;Attiki;Greece
Waffles;Frozen; 0.99;San Francisco;California;United States
Peppers, tricolor pack;Produce; 1.99;Cushing;Texas;United States
Cinnamon Grahams;Snack; 0.99;Tokyo;Tokyo;Japan
Beef/bean burrito;Frozen; 0.29;Vest;Kentucky;United States
Belmont chocolate chip cookies;Snack; 1.49;Helsinki;Etela-Suomen Laani;Finland
Texas cheese toast;Frozen; 1.49;Scarborough;Tobago;Trinidad and Tobago
Lite drink mix (Crystal Lite);Beverages; 1.89;Finlayson;Minnesota;United States
Deluxe topping pizza;Frozen; 1.99;Sofia;Sofiya;Bulgaria
Single serve peach cups;Canned; 1.39;Campeche;Campeche;Mexico
Eggs, large;Dairy; 0.89;Tokyo;Tokyo;Japan
Potatoes, Russett;Produce; 0.89;Herbster;Wisconsin;United States
Milk, 2%;Dairy; 2.69;Herbster;Wisconsin;United States
Spoon size shredded wheat;Cereal; 1.69;Elizabeth;New Jersey;United States
Peppers, tricolor pack;Produce; 1.99;Greymouth;West Coast;New Zealand
Cinnamon Grahams;Snack; 0.99;Paris;Arkansas;United States
Single serve peach cups;Canned; 1.39;Crooks;South Dakota;United States
Sweetener packets;Baking; 1.49;Herbster;Wisconsin;United States
Peppers, green only;Produce; 1.39;Paris;Arkansas;United States
Deluxe topping pizza;Frozen; 1.99;Thousandsticks;Kentucky;United States
Deluxe topping pizza;Frozen; 1.99;Thelma;Kentucky;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Aalestrup;Nordjylland;Denmark
Baking soda;Baking; 0.39;Shanghai;Shanghai;China
Sausage, brown/serve;Frozen; 0.99;Chicago;Illinois;United States
Butter;Dairy; 1.99;St Andrews;Scotland;United Kingdom
Spoon size shredded wheat;Cereal; 1.69;Gafsa;Qafsah;Tunisia
Cucumber (large);Produce; 0.49;Port Harcourt;Rivers;Nigeria
Pudding mix, choc/vanilla;Baking; 0.29;Wellington;Wellington;New Zealand
Broccoli stir fry mixture;Frozen; 0.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Mushrooms;Produce; 0.99;Borden;Indiana;United States
Larado paper plates;Nonfoods; 0.89;Helsinki;Etela-Suomen Laani;Finland
Pudding mix, choc/vanilla;Baking; 0.29;Jose Leon Suarez;Buenos Aires;Argentina
Pudding mix, choc/vanilla;Baking; 0.29;Blountsville;Alabama;United States
Milk, 2%;Dairy; 2.69;Roxborough;Tobago;Trinidad and Tobago
Applesauce cups (reg/cinnamon);Canned; 0.89;Blountsville;Alabama;United States
Eggs, large;Dairy; 0.89;North Grafton;Massachusetts;United States
Wheat crackers (triscuit);Snack; 0.99;Trondheim;Sor-Trondelag;Norway
Sweetener packets;Baking; 1.49;Elizabeth;New Jersey;United States
Eggs, large;Dairy; 0.89;Mount Hope;Ohio;United States
Wheat crackers (triscuit);Snack; 0.99;Saratoga;North Carolina;United States
Pudding mix, choc/vanilla;Baking; 0.29;Campeche;Campeche;Mexico
Wheat crackers (triscuit);Snack; 0.99;Jose Leon Suarez;Buenos Aires;Argentina
Orange juice, not from concentrate;Dairy; 1.99;Hamburg;Hamburg;Germany
Spoon size shredded wheat;Cereal; 1.69;Tornillo;Texas;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Helsinki;Etela-Suomen Laani;Finland
Orange juice, not from concentrate;Dairy; 1.99;Gafsa;Qafsah;Tunisia
Potatoes, Russett;Produce; 0.89;Santa Fe;Tennessee;United States
Eggs, large;Dairy; 0.89;San Francisco;California;United States
Sausage, brown/serve;Frozen; 0.99;New York;New York;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Kent City;Michigan;United States
Mushrooms;Produce; 0.99;Eau Galle;Wisconsin;United States
Rye bread, seeded;Baked goods; 0.99;Ormond Beach;Florida;United States
Celery;Produce; 0.99;Meadowlands;Minnesota;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Finlayson;Minnesota;United States
Spoon size shredded wheat;Cereal; 1.69;Byron;New York;United States
L'Oven Fresh white bread;Baked goods; 0.59;Port Elizabeth;New Jersey;United States
Cucumber (large);Produce; 0.49;Gafsa;Qafsah;Tunisia
Peppers, green only;Produce; 1.39;Stirling;Scotland;United Kingdom
Peppers, green only;Produce; 1.39;Roxborough;Tobago;Trinidad and Tobago
Pudding mix, choc/vanilla;Baking; 0.29;Djerba;Madanin;Tunisia
Butter;Dairy; 1.99;Houston;Ohio;United States
Eggs, large;Dairy; 0.89;Wellington;Wellington;New Zealand
Belmont chocolate chip cookies;Snack; 1.49;Marthaville;Louisiana;United States
Peppers, tricolor pack;Produce; 1.99;Bangkok;Krung Thep Mahanakhon;Thailand
Peppers, green only;Produce; 1.39;Kent City;Michigan;United States
Cinnamon Grahams;Snack; 0.99;Hamburg;Illinois;United States
Potatoes, Russett;Produce; 0.89;Haslev;Vestsjalland;Denmark
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Paris;Arkansas;United States
Celery;Produce; 0.99;Greymouth;West Coast;New Zealand
Lite drink mix (Crystal Lite);Beverages; 1.89;Madrid;Distrito Capital;Colombia
Snack crackers (ritz);Snack; 1.29;Vienna;Georgia;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Kent City;Michigan;United States
Cinnamon Grahams;Snack; 0.99;Cairo;Illinois;United States
Celery;Produce; 0.99;Kyoto;Kyoto;Japan
Saltines;Snack; 0.69;Meadowlands;Minnesota;United States
Belmont chocolate chip cookies;Snack; 1.49;Glendale;Arizona;United States
Beef/bean burrito;Frozen; 0.29;Las Vegas;Nevada;United States
Deluxe topping pizza;Frozen; 1.99;Tornillo;Texas;United States
Cat litter, scoopable;Nonfoods; 2.99;Bangkok;Krung Thep Mahanakhon;Thailand
Applesauce cups (reg/cinnamon);Canned; 0.89;Holguin;Holguin;Cuba
Rye bread, seeded;Baked goods; 0.99;Djerba;Madanin;Tunisia
Bananas;Produce; 0.33;Kent City;Michigan;United States
Eggs, large;Dairy; 0.89;Bangkok;Krung Thep Mahanakhon;Thailand
Lettuce, iceberg;Produce; 0.89;Beijing;Beijing;China
Rye bread, seeded;Baked goods; 0.99;Scarborough;Tobago;Trinidad and Tobago
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Chicago;Illinois;United States
Belmont chocolate chip cookies;Snack; 1.49;Lone Pine;California;United States
Orange juice, not from concentrate;Dairy; 1.99;Beaverton;Michigan;United States
Single serve fruit/gel bowls;Canned; 1.39;Prudence Island;Rhode Island;United States
Potatoes, Russett;Produce; 0.89;Holguin;Holguin;Cuba
Larado paper plates;Nonfoods; 0.89;Douglas City;California;United States
Orange juice, not from concentrate;Dairy; 1.99;Eau Galle;Wisconsin;United States
Peppers, green only;Produce; 1.39;Milano;Lombardia;Italy
Mushrooms;Produce; 0.99;Helsinki;Etela-Suomen Laani;Finland
Waffles;Frozen; 0.99;Venlo;Limburg;Netherlands
Single serve fruit/gel bowls;Canned; 1.39;Shanghai;Shanghai;China
Pudding mix, choc/vanilla;Baking; 0.29;Jerusalem;Yerushalayim  (Jerusalem);Israel
Sausage, brown/serve;Frozen; 0.99;Kyoto;Kyoto;Japan
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Venlo;Limburg;Netherlands
Cinnamon Grahams;Snack; 0.99;Jacksonville;Alabama;United States
Peppers, tricolor pack;Produce; 1.99;Beaverton;Michigan;United States
Bananas;Produce; 0.33;Shanghai;Shanghai;China
Cinnamon Grahams;Snack; 0.99;Cogswell;North Dakota;United States
Milk, 2%;Dairy; 2.69;Stirling;Scotland;United Kingdom
Lettuce, iceberg;Produce; 0.89;Aalestrup;Nordjylland;Denmark
Vegetarian vegetable condensed soup;Canned; 0.43;Ormond Beach;Florida;United States
Spoon size shredded wheat;Cereal; 1.69;North Grafton;Massachusetts;United States
Broccoli stir fry mixture;Frozen; 0.89;Herbster;Wisconsin;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Crooks;South Dakota;United States
Celery;Produce; 0.99;Jacksonville;Alabama;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Malone;New York;United States
Bananas;Produce; 0.33;Jacksonville;Alabama;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;St Andrews;Scotland;United Kingdom
Deluxe topping pizza;Frozen; 1.99;Port Harcourt;Rivers;Nigeria
Waffles;Frozen; 0.99;Santiago;Santiago;Dominican Republic
Lite drink mix (Crystal Lite);Beverages; 1.89;Campeche;Campeche;Mexico
Rye bread, seeded;Baked goods; 0.99;Thousandsticks;Kentucky;United States
Broccoli stir fry mixture;Frozen; 0.89;Trondheim;Sor-Trondelag;Norway
Deluxe topping pizza;Frozen; 1.99;Santiago;Santiago;Dominican Republic
Vegetarian vegetable condensed soup;Canned; 0.43;Desmet;Idaho;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Jose Leon Suarez;Buenos Aires;Argentina
Cheese, Colby brick;Dairy; 1.49;Hamburg;Illinois;United States
Beef/bean burrito;Frozen; 0.29;Kyoto;Kyoto;Japan
Cucumber (large);Produce; 0.49;Greymouth;West Coast;New Zealand
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Graysville;Tennessee;United States
Rye bread, seeded;Baked goods; 0.99;Byron;New York;United States
Butter;Dairy; 1.99;Jose Leon Suarez;Buenos Aires;Argentina
Tyson roasted chicken;Meat; 3.99;Molodesjnaja;Enderby Land;Antarctica
Single serve fruit/gel bowls;Canned; 1.39;Vest;Kentucky;United States
Lettuce, iceberg;Produce; 0.89;Mount Hope;Ohio;United States
Beef/bean burrito;Frozen; 0.29;Milano;Lombardia;Italy
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Warsaw;Mazowieckie;Poland
Orange juice, not from concentrate;Dairy; 1.99;Haslev;Vestsjalland;Denmark
Tyson roasted chicken;Meat; 3.99;Scarborough;Tobago;Trinidad and Tobago
Belmont chocolate chip cookies;Snack; 1.49;Haslev;Vestsjalland;Denmark
Texas cheese toast;Frozen; 1.49;Kent City;Michigan;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Barcelona;CataluÒa;Spain
Belmont chocolate chip cookies;Snack; 1.49;Wallops Island;Virginia;United States
Waffles;Frozen; 0.99;Trondheim;Sor-Trondelag;Norway
Wheat crackers (triscuit);Snack; 0.99;Meadowlands;Minnesota;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Elizabeth;New Jersey;United States
Cucumber (large);Produce; 0.49;Greymouth;West Coast;New Zealand
Peppers, tricolor pack;Produce; 1.99;Amsterdam;Ohio;United States
Sausage, brown/serve;Frozen; 0.99;Madrid;Distrito Capital;Colombia
Mushrooms;Produce; 0.99;Kyoto;Kyoto;Japan
Cucumber (large);Produce; 0.49;Finlayson;Minnesota;United States
Waffles;Frozen; 0.99;Madrid;Distrito Capital;Colombia
Wheat crackers (triscuit);Snack; 0.99;Helsinki;Etela-Suomen Laani;Finland
Mushrooms;Produce; 0.99;Port Harcourt;Rivers;Nigeria
Rye bread, seeded;Baked goods; 0.99;Thelma;Kentucky;United States
L'Oven Fresh white bread;Baked goods; 0.59;Douglas City;California;United States
Larado paper plates;Nonfoods; 0.89;Franklin Springs;New York;United States
Sweetener packets;Baking; 1.49;Cairo;Illinois;United States
Broccoli stir fry mixture;Frozen; 0.89;Shanghai;Shanghai;China
Single serve peach cups;Canned; 1.39;New York;New York;United States
Broccoli stir fry mixture;Frozen; 0.89;Saratoga;North Carolina;United States
Larado paper plates;Nonfoods; 0.89;Los Angeles;California;United States
Rye bread, seeded;Baked goods; 0.99;Venlo;Limburg;Netherlands
Cheese, Colby brick;Dairy; 1.49;Vest;Kentucky;United States
Single serve fruit/gel bowls;Canned; 1.39;Finlayson;Minnesota;United States
Peppers, tricolor pack;Produce; 1.99;Wellington;Wellington;New Zealand
Beef/bean burrito;Frozen; 0.29;La Rochelle;Poitou-Charentes;France
Spoon size shredded wheat;Cereal; 1.69;Hamburg;Illinois;United States
Cucumber (large);Produce; 0.49;Aalestrup;Nordjylland;Denmark
Lettuce, iceberg;Produce; 0.89;Lone Pine;California;United States
Wheat crackers (triscuit);Snack; 0.99;Aalestrup;Nordjylland;Denmark
Spoon size shredded wheat;Cereal; 1.69;Barcelona;CataluÒa;Spain
Baking soda;Baking; 0.39;Bangkok;Krung Thep Mahanakhon;Thailand
Sweetener packets;Baking; 1.49;Meadowlands;Minnesota;United States
Baking soda;Baking; 0.39;Roxborough;Tobago;Trinidad and Tobago
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Jacksonville;Alabama;United States
Wheat crackers (triscuit);Snack; 0.99;Bluff City;Kansas;United States
Baking soda;Baking; 0.39;Djerba;Madanin;Tunisia
Larado paper plates;Nonfoods; 0.89;Rogersville;Alabama;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Warsaw;Mazowieckie;Poland
L'Oven Fresh white bread;Baked goods; 0.59;North Grafton;Massachusetts;United States
Texas cheese toast;Frozen; 1.49;Fengjie;Sichuan;China
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Helsinki;Etela-Suomen Laani;Finland
Belmont chocolate chip cookies;Snack; 1.49;Cattaraugus;New York;United States
Cinnamon Grahams;Snack; 0.99;Rogersville;Alabama;United States
Sweetener packets;Baking; 1.49;Eau Galle;Wisconsin;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Eau Galle;Wisconsin;United States
Lettuce, iceberg;Produce; 0.89;Tornillo;Texas;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Elizabeth;New Jersey;United States
Cinnamon Grahams;Snack; 0.99;Los Angeles;California;United States
Peppers, tricolor pack;Produce; 1.99;Mount Hope;Ohio;United States
Broccoli stir fry mixture;Frozen; 0.89;Madrid;Distrito Capital;Colombia
Belmont chocolate chip cookies;Snack; 1.49;Mount Hope;Ohio;United States
Peppers, tricolor pack;Produce; 1.99;Kyoto;Kyoto;Japan
Snack crackers (ritz);Snack; 1.29;Santiago del Estero;Santiago del Estero;Argentina
Mushrooms;Produce; 0.99;La Rochelle;Poitou-Charentes;France
Lite drink mix (Crystal Lite);Beverages; 1.89;Franklin Springs;New York;United States
Pudding mix, choc/vanilla;Baking; 0.29;London;Ontario;Canada
Eggs, large;Dairy; 0.89;Madrid;Distrito Capital;Colombia
Celery;Produce; 0.99;Santiago;Santiago;Dominican Republic
Spoon size shredded wheat;Cereal; 1.69;Aalestrup;Nordjylland;Denmark
Lettuce, iceberg;Produce; 0.89;Amsterdam;Ohio;United States
Cinnamon Grahams;Snack; 0.99;Houston;Ohio;United States
Texas cheese toast;Frozen; 1.49;Wallops Island;Virginia;United States
Mushrooms;Produce; 0.99;Jose Leon Suarez;Buenos Aires;Argentina
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Beaverton;Michigan;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;San Francisco;California;United States
